id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
871247,78,2022,748,T. Stieler,182,165,2022-10-16T09:30:00-06:00,America/Costa_Rica,2,0,home,2,0,home
871245,78,2022,700,S. Stegemann,157,160,2022-10-16T11:30:00-06:00,America/Costa_Rica,2,0,home,5,0,home
871257,78,2022,11899,M. Jöllenbeck,164,192,2022-10-21T12:30:00-06:00,America/Costa_Rica,3,0,home,5,0,home
871256,78,2022,12717,B. Dankert,160,162,2022-10-22T07:30:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
871254,78,2022,19381,D. Schlager,165,172,2022-10-22T07:30:00-06:00,America/Costa_Rica,3,0,home,5,0,home
871258,78,2022,724,S. Jablonski,167,157,2022-10-22T07:30:00-06:00,America/Costa_Rica,0,2,away,0,2,away
871255,78,2022,699,F. Brych,168,161,2022-10-22T07:30:00-06:00,America/Costa_Rica,1,1,tie,2,2,tie
871261,78,2022,698,R. Schröder,170,173,2022-10-22T07:30:00-06:00,America/Costa_Rica,1,0,home,3,3,tie
871259,78,2022,703,D. Siebert,163,169,2022-10-22T10:30:00-06:00,America/Costa_Rica,0,3,away,1,3,away
871260,78,2022,751,D. Aytekin,176,182,2022-10-23T07:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871262,78,2022,694,M. Petersen,159,174,2022-10-23T09:30:00-06:00,America/Costa_Rica,0,0,tie,2,1,home
871271,78,2022,755,T. Reichel,162,159,2022-10-28T12:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
871263,78,2022,700,B. Cortus,157,164,2022-10-29T07:30:00-06:00,America/Costa_Rica,3,1,home,6,2,home
871268,78,2022,752,R. Hartmann,161,176,2022-10-29T07:30:00-06:00,America/Costa_Rica,2,0,home,4,0,home
871269,78,2022,750,T. Stieler,172,170,2022-10-29T07:30:00-06:00,America/Costa_Rica,1,1,tie,2,1,home
871264,78,2022,738,S. Jablonski,173,168,2022-10-29T07:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871267,78,2022,10491,S. Stegemann,169,165,2022-10-29T10:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
871265,78,2022,748,H. Osmers,182,163,2022-10-30T08:30:00-06:00,America/Costa_Rica,0,1,away,2,1,home
871270,78,2022,741,C. Dingert,174,160,2022-10-30T10:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871266,78,2022,731,F. Willenborg,192,167,2022-10-30T12:30:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
871277,78,2022,703,M. Jöllenbeck,163,172,2022-11-04T13:30:00-06:00,America/Costa_Rica,2,1,home,3,1,home
871279,78,2022,694,B. Dankert,159,157,2022-11-05T08:30:00-06:00,America/Costa_Rica,2,3,away,2,3,away
871275,78,2022,11899,D. Siebert,164,161,2022-11-05T08:30:00-06:00,America/Costa_Rica,0,1,away,0,3,away
871272,78,2022,19381,T. Stieler,165,176,2022-11-05T08:30:00-06:00,America/Costa_Rica,3,0,home,3,0,home
871276,78,2022,724,M. Petersen,167,173,2022-11-05T08:30:00-06:00,America/Costa_Rica,0,1,away,1,3,away
871278,78,2022,698,D. Aytekin,170,169,2022-11-05T08:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
871280,78,2022,755,F. Brych,162,174,2022-11-05T11:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871273,78,2022,699,R. Schröder,168,182,2022-11-06T08:30:00-06:00,America/Costa_Rica,0,0,tie,5,0,home
871274,78,2022,12717,F. Badstübner,160,192,2022-11-06T10:30:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
871286,78,2022,752,C. Dingert,161,165,2022-11-08T11:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871281,78,2022,700,R. Hartmann,157,162,2022-11-08T13:30:00-06:00,America/Costa_Rica,4,1,home,6,1,home
871288,78,2022,750,F. Willenborg,172,159,2022-11-08T13:30:00-06:00,America/Costa_Rica,1,1,tie,2,1,home
871287,78,2022,751,D. Schlager,176,163,2022-11-08T13:30:00-06:00,America/Costa_Rica,2,0,home,2,1,home
871284,78,2022,731,T. Stieler,192,168,2022-11-09T11:30:00-06:00,America/Costa_Rica,1,0,home,1,2,away
871285,78,2022,10491,F. Zwayer,169,167,2022-11-09T13:30:00-06:00,America/Costa_Rica,3,1,home,4,2,home
871282,78,2022,738,H. Osmers,173,160,2022-11-09T13:30:00-06:00,America/Costa_Rica,0,0,tie,3,1,home
871289,78,2022,741,T. Reichel,174,164,2022-11-09T13:30:00-06:00,America/Costa_Rica,1,0,home,1,0,home
871283,78,2022,748,S. Stegemann,182,170,2022-11-09T13:30:00-06:00,America/Costa_Rica,2,2,tie,2,2,tie
871294,78,2022,703,S. Jablonski,163,165,2022-11-11T13:30:00-06:00,America/Costa_Rica,3,2,home,4,2,home
871296,78,2022,694,C. Dingert,159,192,2022-11-12T08:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871298,78,2022,755,M. Jöllenbeck,162,173,2022-11-12T08:30:00-06:00,America/Costa_Rica,0,1,away,1,2,away
871293,78,2022,724,D. Schlager,167,161,2022-11-12T08:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
871290,78,2022,699,F. Badstübner,168,172,2022-11-12T08:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871295,78,2022,698,F. Brych,170,176,2022-11-12T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
871297,78,2022,741,F. Zwayer,174,157,2022-11-12T11:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871292,78,2022,11899,R. Schröder,164,169,2022-11-13T08:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
871291,78,2022,12717,D. Aytekin,160,182,2022-11-13T10:30:00-06:00,America/Costa_Rica,4,0,home,4,1,home
871300,78,2022,738,D. Siebert,173,157,2023-01-20T13:30:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
871305,78,2022,752,F. Zwayer,161,160,2023-01-21T08:30:00-06:00,America/Costa_Rica,3,0,home,6,0,home
871304,78,2022,10491,M. Fritz,169,174,2023-01-21T08:30:00-06:00,America/Costa_Rica,1,0,home,3,0,home
871307,78,2022,750,F. Brych,172,164,2023-01-21T08:30:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
871306,78,2022,751,M. Petersen,176,159,2023-01-21T08:30:00-06:00,America/Costa_Rica,2,0,home,3,1,home
871301,78,2022,748,R. Hartmann,182,167,2023-01-21T08:30:00-06:00,America/Costa_Rica,0,1,away,3,1,home
871302,78,2022,731,R. Schröder,192,162,2023-01-21T11:30:00-06:00,America/Costa_Rica,5,1,home,7,1,home
871299,78,2022,19381,F. Willenborg,165,170,2023-01-22T08:30:00-06:00,America/Costa_Rica,2,2,tie,4,3,home
871303,78,2022,703,H. Osmers,163,168,2023-01-22T10:30:00-06:00,America/Costa_Rica,0,2,away,2,3,away
871315,78,2022,741,B. Cortus,174,173,2023-01-24T11:30:00-06:00,America/Costa_Rica,0,4,away,1,6,away
871308,78,2022,700,T. Stieler,157,192,2023-01-24T13:30:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
871314,78,2022,694,T. Reichel,159,161,2023-01-24T13:30:00-06:00,America/Costa_Rica,0,3,away,0,5,away
871312,78,2022,724,F. Badstübner,167,172,2023-01-24T13:30:00-06:00,America/Costa_Rica,1,1,tie,2,2,tie
871311,78,2022,11899,S. Stegemann,164,165,2023-01-25T11:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
871310,78,2022,12717,D. Aytekin,160,169,2023-01-25T13:30:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
