id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
1038084,140,2023,11915,"Guillermo Cuadra Fernandez, Spain",724,541,2023-11-26T11:30:00-06:00,America/Costa_Rica,0,1,away,0,3,away
1038083,140,2023,1489,"Victor Garcia Verdura, Spain",543,534,2023-11-26T14:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038088,140,2023,1478,"Mario Melero Lopez, Spain",547,531,2023-11-27T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038077,140,2023,19940,"Javier Iglesias Villanueva, Spain",798,724,2023-11-29T14:00:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038099,140,2023,1481,"Mateo Busquets Ferrer, Spain",534,546,2023-12-01T14:00:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038094,140,2023,1478,"Ignacio Iglesias Villanueva, Spain",547,532,2023-12-02T07:00:00-06:00,America/Costa_Rica,0,0,tie,2,1,home
1038093,140,2023,1460,"Alejandro Hernandez, Spain",531,728,2023-12-02T09:15:00-06:00,America/Costa_Rica,1,0,home,4,0,home
1038100,140,2023,1456,"Pablo Gonzales Fuertes, Spain",541,715,2023-12-02T11:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038095,140,2023,1486,"Juan Luis Pulido Santana, Spain",727,548,2023-12-02T14:00:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038101,140,2023,19940,"Jorge Figueroa Vazquez, Spain",798,542,2023-12-03T07:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038092,140,2023,19216,"Alejandro Muniz Ruiz, Spain",723,543,2023-12-03T09:15:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038096,140,2023,1494,"Isidro Diaz de Mera Escuderos, Spain",536,533,2023-12-03T11:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038097,140,2023,19939,"Jose Maria Sanchez Martinez, Spain",529,530,2023-12-03T14:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038098,140,2023,1467,"Jesus Gil Manzano, Spain",538,724,2023-12-04T14:00:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
1038105,140,2023,20422,"Guillermo Cuadra Fernandez, Spain",546,532,2023-12-08T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038107,140,2023,1470,"José Luis Munuera Montero, Spain",542,534,2023-12-09T07:00:00-06:00,America/Costa_Rica,0,1,away,0,1,away
1038103,140,2023,1489,"Cesar Soto Grado, Spain",543,541,2023-12-09T09:15:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038111,140,2023,1498,"Mario Melero Lopez, Spain",533,548,2023-12-09T11:30:00-06:00,America/Costa_Rica,0,3,away,0,3,away
1038106,140,2023,19940,"Javier Alberola Rojas, Spain",798,536,2023-12-09T14:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038108,140,2023,19217,"Ricardo De Burgos Bengoetxea, Spain",530,723,2023-12-10T07:00:00-06:00,America/Costa_Rica,2,0,home,2,1,home
1038104,140,2023,11915,"Juan Martinez Munuera, Spain",724,727,2023-12-10T11:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038102,140,2023,19939,"Isidro Diaz de Mera Escuderos, Spain",529,547,2023-12-10T14:00:00-06:00,America/Costa_Rica,1,2,away,2,4,away
1038109,140,2023,1479,"Miguel Angel Ortiz Arias, Spain",715,531,2023-12-11T09:15:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
1038110,140,2023,1488,"Victor Garcia Verdura, Spain",728,538,2023-12-11T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038115,140,2023,1486,"Javier Iglesias Villanueva, Spain",727,728,2023-12-15T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038114,140,2023,1467,"Jose Maria Sanchez Martinez, Spain",538,715,2023-12-16T07:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038113,140,2023,1460,"Jesus Gil Manzano, Spain",531,530,2023-12-16T09:15:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
1038120,140,2023,1494,"Juan Luis Pulido Santana, Spain",536,546,2023-12-16T11:30:00-06:00,America/Costa_Rica,0,2,away,0,3,away
1038117,140,2023,1497,"Miguel Angel Ortiz Arias, Spain",532,529,2023-12-16T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038112,140,2023,19216,"Pablo Gonzales Fuertes, Spain",723,798,2023-12-17T07:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038118,140,2023,1491,"Mateo Busquets Ferrer, Spain",548,543,2023-12-17T09:15:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038119,140,2023,1481,"Alejandro Muniz Ruiz, Spain",534,724,2023-12-17T11:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038116,140,2023,1456,"Jorge Figueroa Vazquez, Spain",541,533,2023-12-17T14:00:00-06:00,America/Costa_Rica,2,0,home,4,1,home
1038121,140,2023,1478,"Francisco Hernandez Maeso, Spain",547,542,2023-12-18T14:00:00-06:00,America/Costa_Rica,2,0,home,3,0,home
1038127,140,2023,1488,"Javier Alberola Rojas, Spain",728,532,2023-12-19T12:00:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
1038123,140,2023,19217,"José Luis Munuera Montero, Spain",530,546,2023-12-19T14:30:00-06:00,America/Costa_Rica,1,0,home,3,3,tie
1038128,140,2023,1479,"Mateo Busquets Ferrer, Spain",715,536,2023-12-19T14:30:00-06:00,America/Costa_Rica,0,2,away,0,3,away
1038130,140,2023,19939,"Guillermo Cuadra Fernandez, Spain",529,723,2023-12-20T12:00:00-06:00,America/Costa_Rica,1,1,tie,3,2,home
1038122,140,2023,1460,"Juan Martinez Munuera, Spain",531,534,2023-12-20T14:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038131,140,2023,1498,"Cesar Soto Grado, Spain",533,538,2023-12-20T14:30:00-06:00,America/Costa_Rica,2,0,home,3,2,home
1038124,140,2023,1489,"Ricardo De Burgos Bengoetxea, Spain",543,547,2023-12-21T12:00:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
1038125,140,2023,11915,"Javier Iglesias Villanueva, Spain",724,548,2023-12-21T12:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038129,140,2023,1470,"Isidro Diaz de Mera Escuderos, Spain",542,541,2023-12-21T14:30:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
1038126,140,2023,19940,"Mario Melero Lopez, Spain",798,727,2023-12-21T14:30:00-06:00,America/Costa_Rica,1,1,tie,3,2,home
1037983,140,2023,19217,"Cesar Soto Grado, Spain",530,536,2023-12-23T09:15:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038132,140,2023,19217,"Jorge Figueroa Vazquez, Spain",546,728,2024-01-02T10:00:00-06:00,America/Costa_Rica,0,1,away,0,2,away
